Recipe ID,Nama Resep,Energi (kj),Energi (kkal),Lemak (g),Lemak Jenuh (g),Lemak Trans (g),Lemak tak Jenuh Ganda (g),Lemak tak Jenuh Tunggal (g),Kolesterol (mg),Protein (g),Karbohidrat (g),Serat (g),Gula (g),Sodium (mg),Kalium (mg),Kategori,Keywords,PrepTime,CookTime,Ingredients,Instructioons,Meal Category
260,Shirataki Tomato Soup,681,163,6.37,0.001777,0.0,0.0019019999999999,0.002021,68.0,6.29,21.74,6.1,8.68,1.55,395.0,"""Sup"",""Makan Siang""","""Sup rendah kalori yang lezat dengan mie.""",5 Menit,15 Menit,"""2 chicken nugget"",""1 sedang telur"",""1 mangkok"",""segar sawi dimasak (dari segar)"",""200 gram tomat"",""1 sdt garam"",""1 sdm saus teriyaki"",""50 gram buncis"",""50 gram wortel"",""5 siung bawang putih"",""5 iris daun bawang"",""3 gelas air"",""1/2 sdm minyak goreng"",""1 sdm kecap manis"",""200 g mie basah matang"",""2 g royco ayam""","""Panaskan minyak ½ sendok masukkan nugget yg dipotong dadu."",""Masukkan batang sawi"",""wortel dan buncis tambahkan air 250ml."",""Sisihkan tumisan ke pinggir wajan lalu masukkan telur"",""beri garam dan orak arik bersama sayur."",""Masukkan irisan tomat"",""sawi"",""tambahkan air 500ml masukkan mie shirataki."",""Tambahkan royko/kaldu ayam"",""garam"",""irisan cabe"",""saus teriyaki dan kecap."",""Diamkan hingga mendidih."",""Ready to serving.""",makan siang
261,Capcay,1519,363,12.39,0.001887,0.0,0.001307,0.002095,212.0,17.07,47.46,4.9,21.28,1.144,473.0,"""Sup"",""Makan Siang""","""Hidangan cepat dan mudah dengan sosis dan sawi.""",5 Menit,10 Menit,"""1 besar telur"",""1 sdm cabai merah atau rawit"",""1 mangkok"",""dicincang sawi"",""3 siung bawang putih"",""2 kecil bawang merah"",""1 sdm kecap manis"",""50 g sosis sapi"",""9 g saus sambal""","""Tumis bawang putih"",""bawang merah"",""dan cabai hingga harum."",""Tuang air secukupnya tunggu sampai mendidih."",""Masukkan sawi"",""sosis"",""dan telur."",""Tambahkan garam"",""lada"",""kecap secukupnya."",""Tunggu hingga matang.""",makan siang
262,Sohun Goreng,1638,392,13.1,0.003908,0.0,0.004516,0.003004,42.0,27.31,44.58,5.7,7.84,912.0,732.0,"""Hidangan Utama""","""Bihun goreng yang lezat dengan ayam dan tempe.""",5 Menit,15 Menit,"""100 gram dada ayam"",""120 gram tomat"",""240 gram kecambah"",""80 gram sawi"",""110 gram mentimun (dengan kulit)"",""18 gram bawang putih"",""50 gram sohun"",""60 gram tempe"",""40 gram bawang merah"",""1 sdm minyak goreng"",""10 g bumbu racik nasi goreng""","""Rendam sohun dngn air panas 5 menit kemudian tiriskan."",""Iris bawang merah dan bawang putih. Kemudian potong dadu dada ayam dan tempe."",""Tumis bawang merah dan bawang putih sebentar. Kemudian masukkan dada ayam dan tempe."",""Masukkan toge dan sawi aduk2. Jngan lupa bumbu nasi goreng instannya ya Terakhir masukkan sohun nya tumis hingga matang."",""Sajikan dengan irisan mentimun dan tomat.""",makan siang
264,Tumis Jamur Kacang Panjang,381,91,1.78,0.318,0.0,0.825,0.248,0.0,3.39,19.07,4.2,6.97,1.096,381.0,"""Makan Siang""","""Kacang hijau dan jamur ditumis dengan saus yang kaya.""",15 Menit,10 Menit,"""100 gram kacang panjang hijau"",""10 gram kaldu jamur"",""5 sdm cabai merah atau rawit"",""1 siung bawang putih"",""1 sdm kecap manis"",""100 g saus tiram"",""50 gram bawang bombay"",""100 gram jamur kancing""","""Tumis bawang putih"",""bawang bombay dan cabai rawit yang sudah di iris tipis."",""Masukan jamur dan kacang panjang yang sudah di potong-potong."",""Tambahkan kaldu jamur"",""saos tiram"",""garam"",""dan kecap sesuai selera.""",makan siang
265,Telur Sutera,816,195,6.81,0.001869,0.0,0.001317,0.002603,212.0,12.76,22.75,3.6,5.02,774.0,0.43,"""Makan Siang""","""Telur kukus dengan sisi jagung dan wortel.""",30 Menit,15 Menit,"""1 besar telur"",""50 gram wortel dimasak"",""1 besar putih telur"",""1 sdm saus tiram"",""1 potong jagung rebus"",""1 siung bawang putih"",""1 gram daun bawang"",""10 gram bawang bombay""","""Kocok telur dengan irisan daun bawang"",""dengan menambahkan 100ml air. Masukkan garam dan merica sesuai selera. Lalu kukus."",""Rebus jagung dan wortel"",""tumis bawang bombay dan bawang putih dengan 1 sendok olive oil."",""Masukkan sayuran kedalam tumisan bawang"",""lalu tambahkan garam"",""merica dan 1 sendok saus tiram."",""Yang terakhir koreksi rasa."",""1 anggota telah menambah""",makan siang
269,Ayam Geprek Low Calori,1377,329,16.74,0.003152,0.0,0.004297,0.00788,0.15,26.56,18.1,3.4,0.64,313.0,0.3,"""Hidangan Utama""","""Ayam geprek oat.""",50 Menit,30 Menit,"""137 gram dada ayam"",""1 sedang telur"",""1 1/2 sdm cabai merah atau rawit"",""1 sdm minyak sayur canola"",""4 siung bawang putih"",""40 g rolled oats""","""Iris tipis” dada ayam."",""Baluri telur."",""Blender rolled oat untuk jadi tepung."",""Balurkan ayam dengan tepung rolled oat."",""Goreng ayam pakai minyak canola 1 sdm."",""Uleg cabai dan bawang putih sesuai selera.""",makan siang
272,Oseng Buncis Tempe,889,212,6.32,0.974,0.0,0.002348,0.002314,0.0,7.92,36.32,6.3,14.19,799.0,636.0,"""Hidangan Utama""","""Tempe dan kacang hijau dengan buncis.""",5 Menit,5 Menit,"""16 gram cabai merah atau rawit"",""1/4 sdt garam"",""1 sdm saus tiram"",""90 gram buncis"",""3 siung bawang putih"",""3 sedang bawang merah"",""62 gram tempe goreng"",""1 sdm kecap manis""","""Tempe yang sudah digoreng dipotong kotak-kotak"",""Buncis potong sesuai selera."",""Tumis bamer"",""baput & cabe hingga harum."",""Masukan tempe yang sudah digoreng & buncis."",""Tambahkan kecap"",""saus tiram"",""garam"",""dan air seckupnya. Lalu tunggu hingga matang & air menyusut.""",makan siang
274,Nasgor Merah,1347,322,11.69,0.003358,0.0,0.002747,0.003769,0.33,15.67,41.06,5.7,3.09,531.0,517.0,"""Hidangan Utama""","""Nasi goreng campur dengan sawi.""",5 Menit,10 Menit,"""78 gram telur"",""130 gram nasi merah"",""10 gram cabai merah atau rawit"",""10 gram bawang putih"",""10 gram bawang merah"",""1 ml minyak goreng"",""40 gram sawi hijau""","""Potong bawang cabe lalu tumis masukan telur hingga matang masukan sawi hingga layu masukan nasi dan tambahkan garam."",""Angkat nasgor jika sudah matang."",""Sajikan d piring.""",makan siang
275,Mentai Shirataki,1471,352,27.76,0.003978,0.0,0.012476,0.010084,6.0,2.2,24.27,0.0,4.91,552.0,2.0,"""Hidangan Utama""","""Shirataki noddle with mayo.""",10 Menit,10 Menit,"""3 sdm mayonnaise"",""100 g mie kering"",""18 ml saus sambal"",""64 g crab stick"",""3 tbsps sesame oil""","""Rebus mie shirataki."",""Campurkan mie shirataki dengan sejumput garam dan minyak wijen."",""Tata di ramekin"",""tambahkan crab stick rebus"",""dan beri mentai."",""Bakar menggunakan gas torch.""",makan siang
284,Pokcoy Siram Jamur Enoki,487,116,7.38,0.001615,0.0,0.001218,0.002255,18.0,8.06,5.65,1.7,2.32,148.0,233.0,"""Hidangan Utama"",""Lauk Pauk""","""Sayur sehat.""",15 Menit,15 Menit,"""80 gram daging babi"",""1 sdm margarin"",""10 gram kaldu jamur"",""1 sejumput lada hitam"",""480 gram pakcoy"",""80 g jamur enoki"",""100 g egg tofu"",""1/2 sedang bawang bombay""","""Rebus pokcoy d air mendidih yang d tambah garam."",""Lelehkan margarin dan tumus bawang bombay hingga layu."",""Masukkan daging babi dan tumis hingga berubah warna."",""Beri sedikit air bumbui dengan lada hitam dan kaldu jamur aduk rata."",""Masukkan jamur enoki"",""aduk rata hingga layu koreksi rasa."",""Tata pokcoy yg sudah d rebus d atas piring. Siram dengan tumisan jamur.""",makan siang
287,Mie Shirataki,1552,371,11.44,0.00285,0.0,0.0026869999999999,0.004016,367.0,32.95,0.0,8.1,11.55,1.689,743.0,"""Makan Siang""","""Makan siang lezat rendah kalori.""",10 Menit,10 Menit,"""75 gram udang"",""1 sdm saus tiram"",""82 gram brokoli"",""50 gram kubis"",""1 siung bawang putih"",""7 gram bawang merah"",""1/2 sdm kecap manis"",""200 g mie kering shirataki"",""94 gram sawi dimasak (dari segar)"",""1 telur dadar atau telur orak-arik""","""Cuci mie shirataki basah dan tiriskan."",""Rebus mie 3menit"",""sambil potong2 sayuran kemudian cuci bersih."",""Siapkan teflon anti lengket"",""tumis bawang merah dan bawang putih sampai harum"",""masukkan telur lalu orak arik. Masukkan udang kemudian tambahkan sedikit air. Masak hingga udang matang"",""kemudian masukkan sayur2an."",""Tambahkan saus tiram dan kecap manis"",""masukkan mie shirataki. Aduk rata"",""masak sampai semua matang."",""Angkat dan sajikan.""",makan siang
290,Bakso Tempe,134,32,1.18,0.329,1e-05,0.149,0.282,21.0,1.42,4.02,0.1,1.57,367.0,22.0,"""Makan Siang""","""Bakso tempe sehat kaya protein.""",15 Menit,45 Menit,"""100 gram telur rebus"",""5 gram kaldu jamur"",""1 sdt lada hitam"",""3 sdt garam"",""22 gram bawang putih"",""200 g tepung tapioka"",""252 gram tempe kukus""","""Kukus tempe 15 menit."",""Hancurkan tempe dan masukkan semua bahan"",""aduk sampai kalis."",""Bentuk bulat tempe dan rebus 15 menit sampai mengambang.""",makan siang
292,Makaroni ayam,614,147,3.8,0.794,0.0,0.0011459999999999,0.00137,17.0,8.92,18.83,1.1,6.52,547.0,0.29,"""Makan Siang""","""Enak bangetttt.""",20 Menit,30 Menit,"""100 gram dada ayam"",""1 mangkok"",""masak makaroni"",""1 mangkok saus spageti tanpa daging"",""1 siung bawang putih dimasak"",""100 gram bawang bombay dimasak"",""1 sdt bawang putih bubuk"",""1 sejumput lada hitam"",""1 sejumput garam laut"",""1 sdm saus sambal""","""Potong bawang putih (1 siung)"",""bawang bombay setengah aja."",""Marinasi ayam dengan lada"",""bawang putih bubuk dan garam ayamnya di potong dadu ya."",""Tumis bawang putih dan bawang bombay."",""Masukkan ayam yang sudah dimarinasi."",""Beri sedikit air."",""Kemudian masukkan saus bolognese dan saus sambal 1 sendok."",""Kemudian masak hingga air menyusut."",""Tambah sedikit keju quick melt untuk hiasan aja sih hehe.""",makan siang
294,Nasi Goreng Spesial (Nasi Merah),2130,509,17.59,0.005113,0.0,0.003264,0.006621,498.0,43.34,42.35,6.4,4.02,5.14,648.0,"""Hidangan Utama"",""Makan Siang""","""Nasi goreng yang menggunakan nasi merah. Dengan sedikit minyak. Terdapat karbohidrat"",""serat"",""vitamin"",""protein"",""dan lemak.""",15 Menit,20 Menit,"""2 besar telur"",""2 sdt garam"",""100 gram daging ayam (panggang"",""bakar"",""dimasak)"",""3 siung bawang putih"",""100 gram sayur campuran"",""100 gram nasi merah (butir-sedang"",""dimasak)"",""3 g lada putih bubuk""","""Haluskan bawang putih. Oseng sebentar"",""lalu masukkan sayuran dan daging ayam rebus."",""Pecahkan satu telur"",""buat scramble egg. Lalu masukkan nasi merah."",""Tambahkan garam dan lada. Campur sampai rata dan matang."",""Buat satu telur mata sapi. Hidangkan dipiring.""",makan siang
295,Omlate Bayam,749,179,13.65,0.005233,0.0,0.831,0.002103,233.0,0.0,6.31,1.4,1.9,0.68,326.0,"""Hidangan Utama"",""Lauk Pauk""","""Perpaduan telur dengan sayur bayam.""",10 Menit,6 Menit,"""55 gram telur"",""30 gram wortel"",""28 gram bayam"",""1 takaran royco ayam"",""9 ml minyak goreng filma"",""1 takaran lada putih bubuk""","""Rebus bayam"",""parut wortel."",""Kocok 1 butir telur"",""campurkan dengan parutan wortel"",""bayar rebus."",""Tambahkan bumbu penyedap"",""lalu bisa tambahkan cabai/saus sambal bila suka pedas."",""Panaskan minyak goreng secukupnya lalu masak kurang lebih selama 6mnt.""",makan siang
296,Seblak Mie Shirataki,477,114,5.38,0.0016279999999999,0.0,0.878,0.001965,212.0,7.13,11.65,0.0,1.51,2.4,184.0,"""Makanan Ringan""","""Seblak khas bandung""",10 Menit,15 Menit,"""1 besar telur"",""2 gram cabai merah atau rawit"",""1 sdt garam"",""4 gram bawang putih"",""10 gram bawang merah"",""2 g kencur"",""1 bendak wangi sweetener diabtx"",""40 gram pakcoy"",""100 g mie basah matang""","""Blender bawang merah"",""bawang putih"",""cengek"",""kencur/cikur dan air"",""atau bisa di uleg."",""Tumis bumbu (di teflon anti lengket) sampai airnya surut"",""(biar gak pait)"",""terus jangan tambah minyak."",""Lalu masukan air dan telur"",""tunggu sampai matang. Bisa tambah daun jeruk biar wangi."",""Tambah mie shirataki dan pakcoy."",""Masukan gula tropicana dan garam sesuai selera."",""Cicipi"",""tunggu sampai airnya agak surut."",""Selesai.""",makan siang
297,Kangkung Tumis,1883,450,32.4,0.012374,0.0,0.01297,0.003204,0.0,10.93,35.27,9.1,5.51,215.0,1.761,"""Hidangan Utama""","""Makan siang bergizi.""",10 Menit,5 Menit,"""1 sdm cabai merah atau rawit"",""1 siung bawang putih"",""1 irisan tomat merah"",""1 kecil bawang merah"",""3 sdm minyak goreng"",""300 gram kangkung"",""100 g saus tiram"",""23 g saus tiram""","""Iris kangkung dan bahan lain nya pisahkan."",""Tumis bahan."",""Lalu masukan kangkung"",""Saori dan sedikit air."",""Tunggu sampai kangkung masak dan siap disajikan.""",makan siang
298,Steam Fish,1297,310,8.18,0.001477,0.0,0.003237,0.002441,123.0,38.45,21.32,2.7,2.5,3.606,1.119,"""Lauk Pauk"",""Hidangan Utama""","""Ikan kukus dengan saus.""",5 Menit,20 Menit,"""2 sdm kecap asin (kedelai)"",""8 g jeruk nipis"",""1 sdm cabai merah atau rawit"",""1/2 sdt garam"",""1 sdt minyak wijen"",""1 sdm saus tiram"",""1 siung bawang putih"",""2 iris diameter 2"",""5 cm jahe"",""30 gram daun bawang"",""20 gram sereh"",""200 gram ikan bawal"",""3 g lada putih bubuk""","""Bumbui ikan dengan garam"",""lada"",""dan jeruk nipis"",""diamkan 10 menit."",""Letakkan ikan pada wadah tahan panas"",""Kukus bersama irisan jahe"",""bawang putih dan sereh selama 10 menit. Kemudian buang airnya ( ikan berair saat dikukus)."",""Siap kan saus"",""(5 sdm air matang"",""minyak wijen"",""kecap asin"",""saus tiram"",""lada. Jika kurang asin tambahkan sedikit garam)."",""Setelah 10 menit angkat ikan"",""masukkan saus. Kemudian kukus lagi selama 10 menit."",""Tambahkan daun bawang dan cabai merah. Kukus lagi sebentar kemudian angkat.""",makan siang
299,Sayur Bayam Bening,230,55,1.51,0.269,0.0,0.698,0.163,0.0,5.01,9.35,4.8,1.57,0.12,957.0,"""Hidangan Utama""","""Sayur bayam bening tanpa garam.""",5 Menit,3 Menit,"""1 sdm cabai merah atau rawit"",""1 iris"",""tipis bawang"",""150 gram bayam""","""Bersihkan sayur."",""Rebus air sampai mendidih."",""Masukkan kembali bayam sampai tidak keras lagi. Menyajikan.""",makan siang
300,Tumis Tempe Sayur,755,180,5.66,0.0011519999999999,0.0,0.002036,0.001514,0.0,11.96,24.44,4.4,11.41,985.0,617.0,"""Makan Siang""","""Minyak kalori rendah - tumis sayur goreng dan tempe.""",10 Menit,20 Menit,"""1 sdm kecap asin (kedelai)"",""100 gram buncis"",""100 gram kubis"",""100 gram wortel"",""1 siung bawang putih"",""1 gelas air"",""100 gram tempe"",""1 sdm kecap manis"",""2 g royco ayam""","""Iris bawang putih"",""wortel"",""buncis"",""kubis dan potong tempe sesuai selera."",""Tumis bawang putih dengan sedikit air sampai layu dan harum."",""Masukan wortel"",""buncis dan tempe. Lalu masukan kecap asin 1 sdm"",""kecap manis 1 sdm dan royco rasa ayam secukupnya."",""Masukan air secukupnya sedikit demi sedikit agar sayuran dan tempe matang. Aduk rata. Tunggu sampai air menyusut"",""jika dirasa kurang matang tambahkan lagi air dan biarkan menyusut."",""Terakhir masukan kol"",""aduk dan tunggu sampai kol matang."",""Siap disajikan.""",makan siang
309,Tumis Brokoli Udang,1377,329,16.54,0.002384,0.0,0.002406,0.010214,206.0,32.91,14.31,4.8,3.12,674.0,763.0,"""Hidangan Utama"",""Makan Siang""","""Brokoli dan udang rendah kalori"",""bagus untuk diet menurunkan berat badan.""",5 Menit,10 Menit,"""100 gram udang"",""2 mangkok"",""dicincang brokoli"",""1 siung bawang putih"",""1 sdm minyak zaitun""","""Tumis bawang putih menggunakan minyak zaitun hingga harum."",""Masukan udang"",""masak hingga berubah warna"",""beri sedikit air"",""masukan garam dan lada."",""Masukan brokoli"",""tumis hingga matang.""",makan siang
312,Tumis Kacang Panjang,1172,280,13.31,0.003012,0.0,0.003874,0.005232,83.0,31.12,8.47,2.4,1.78,468.0,411.0,"""Hidangan Utama"",""Makan Siang""","""Lezat dan nikmat.""",5 Menit,10 Menit,"""100 gram dada ayam"",""55 g kacang panjang"",""25 gram bombay"",""1 sdt minyak wijen"",""1 siung bawang putih""","""Potong kacang panjang"",""dada ayam"",""bawang bombay sesuai selera."",""Panaskan sebentar minyak"",""masukkan bawang bombay dan bawang putih hingga harum lalu masukkan ayam hingga berubah warna"",""terakhir masukkan kacang panjang."",""Tambahkan sedikit air"",""penyedap/garam secukupnya"",""masak hingga matang"",""taburkan bawang goreng. Siap dihidangkan.""",makan siang
